letter_id,sentence,language,sentence_id
LTR-023,"Indeed, nothing can be more melancholy than in travelling through Hungary, to reflect on the former flourishing state of that kingdom, and to see such a noble spot of earth almost uninhabited.",en,500
LTR-023,"Such are also the present circumstances of Buda (where we arrived very early the twenty-second) once the royal seat of the Hungarian kings, whose palace was reckoned one of the most beautiful buildings of the age, now wholly destroyed, no part of the town having been repaired since the last siege, but the fortifications and the castle, which is the present residence of the governor general Ragule, an officer of great merit.",en,501
LTR-023,"He came immediately to see us, and carried us in his coach to his house, where I was received by his lady with all possible civility, and magnificently entertained.",en,502
LTR-023,This city is situated upon a little hill on the south side of the Danube.,en,503
LTR-023,"The castle is much higher than the town, and from it the prospect is very noble.",en,504
LTR-023,"Without the walls ly (sic) a vast number of little houses, or rather huts, that they call the Rascian town, being altogether inhabited by that people.",en,505
LTR-023,"The governor assured me, it would furnish twelve thousand fighting men.",en,506
LTR-023,"These towns look very odd; their houses stand in rows, many thousands of them so close together, that they appear, at a little distance, like old-fashioned thatched tents.",en,507
LTR-023,"They consist, every one of them, of one hovel above, and another under ground; these are their summer and winter apartments.",en,508
LTR-023,"Buda was first taken by Solyman the Magnificent, in 1526, and lost the following year to Ferdinand I, king of Bohemia.",en,509
LTR-023,"Solyman regained it by the treachery of the garrison, and voluntarily gave it into the hands of king John of Hungary; after whose death, his son being an infant, Ferdinand laid siege to it, and the queen mother was forced to call Solyman to her aid.",en,510
LTR-023,"He indeed raised the siege, but left a Turkish garrison in the town, and commanded her to remove her court from thence, which she was forced to submit to, in 1541.",en,511
LTR-023,"It resisted afterwards the sieges laid to it by the marquis of Brandenburg, in the year 1542; count Schwartzenburg, in 1598; General Rosworm, in 1602; and the duke of Lorrain, commander of the emperor's forces, in 1684, to whom it yielded, in 1686, after an obstinate defence, Apti Bassa, the governor, being killed, fighting in the breach with a Roman bravery.",en,512
LTR-023,"The loss of this town was so important, and so much resented by the Turks, that it occasioned the deposing of their emperor Mahomet IV.",en,513
LTR-023,the year following.,en,514
LTR-023,"WE did not proceed on our journey till the twenty-third, when we passed through Adam and Todowar, both considerable towns, when in the hands of the Turks, but now quite ruined.",en,515
LTR-023,"The remains, however, of some Turkish towns, shew something of what they have been.",en,516
LTR-023,"This part of the country is very much overgrown with wood, and little frequented.",en,517
LTR-023,"'Tis incredible what vast numbers of wild-fowl we saw, which often live here to a good old age,--and _undisturb'd by guns, in quiet sleep_.--We came the five and twentieth, to Mohatch, and were shewed the field near it, where Lewis, the young king of Hungary lost his army and his life, being drowned in a ditch, trying to fly from Balybeus, general of Solyman the Magnificent.",en,518
LTR-023,"This battle opened the first passage for the Turks into the heart of Hungary.--I don't name to you the little villages, of which I can say nothing remarkable; but I'll assure you, I have always found a warm stove, and great plenty, particularly of wild boar, venison, and all kinds of _gibier_.",en,519
LTR-023,"The few people that inhabit Hungary, live easily enough; they have no money, but the woods and plains afford them provision in great abundance; they were ordered to give us all things necessary, even what horses we pleased to demand, _gratis_; but Mr W----y would not oppress the poor country people, by making use of this order, and always paid them to the full worth of what we had.",en,520
LTR-023,"They were so surprised at this unexpected generosity, which they are very little used to, that they always pressed upon us, at parting, a dozen of fat pheasants, or something of that sort, for a present.",en,521
LTR-023,"Their dress is very primitive, being only a plain sheep's skin, and a cap and boots of the same stuff.",en,522
LTR-023,You may easily imagine this lasts them many winters; and thus they have very little occasion for money.,en,523
LTR-023,"The twenty-sixth, we passed over the frozen Danube, with all our equipage and carriages.",en,524
LTR-023,"We met on the other side general Veterani, who invited us, with great civility, to pass the night at a little castle of his, a few miles off, assuring us we should have a very hard day's journey to reach Essek.",en,525
LTR-023,"This we found but too true, the woods being very dangerous, and scarce passable, from the vast quantity of wolves that hoard in them.",en,526
LTR-023,"We came, however, safe, though late to Essek, where we stayed a day, to dispatch a courier with letters to the bassa of Belgrade; and I took that opportunity of seeing the town, which is not very large, but fair built, and well fortified.",en,527
LTR-023,"This was a town of great trade, very rich and populous, when in the hands of the Turks.",en,528
LTR-023,"It is situated on the Drave, which runs into the Danube.",en,529
LTR-023,"The bridge was esteemed one of the most extraordinary in the world, being eight thousand paces long, and all built of oak.",en,530
LTR-023,"It was burnt, and the city laid in ashes by count Lesly, 1685, but was again repaired and fortified by the Turks, who, however, abandoned it in 1687.",en,531
LTR-023,"General Dunnewalt then took possession of it for the emperor, in whose hands it has remained ever since, and is esteemed one of the bulwarks of Hungary.",en,532
LTR-023,"The twenty-eighth, we went to Bocorwar, a very large Rascian town, all built after the manner I have described to you.",en,533
LTR-023,"We were met there by colonel ----, who would not suffer us to go any where but to his quarters, where I found his wife, a very agreeable Hungarian lady, and his niece and daughter, two pretty young women, crowded into three or four Rascian houses, cast into one, and made as neat and convenient as those places are capable of being made.",en,534
LTR-023,The Hungarian ladies are much handsomer than those of Austria.,en,535
LTR-023,"All the Vienna beauties are of that country; they are generally very fair and well-shaped, and their dress, I think, is extremely becoming.",en,536
LTR-023,"This lady was in a gown of scarlet velvet, lined and faced with sables, made exact to her shape, and the skirt falling to her feet.",en,537
LTR-023,"The sleeves are strait to their arms, and the stays buttoned before, with two rows of little buttons of gold, pearl, or diamonds.",en,538
LTR-023,"On their heads they wear a tassel of gold, that hangs low on one side, lined with sable, or some other fine fur.---They gave us a handsome dinner, and I thought the conversation very polite and agreeable.",en,539
LTR-023,They would accompany us part of our way.,en,540
LTR-023,"The twenty-ninth, we arrived here, where we were met by the commanding officer, at the head of all the officers of the garrison.",en,541
LTR-023,"We are lodged in the best apartment of the governor's house, and entertained in a very splendid manner by the emperor's order.",en,542
LTR-023,"We wait here till all points are adjusted, concerning our reception on the Turkish frontiers.",en,543
LTR-023,"Mr W----'s courier, which he sent from Essek, returned this morning, with the bassa's answer in a purse of scarlet satin, which the interpreter here has translated.",en,544
LTR-023,'Tis to promise him to be honourably received.,en,545
LTR-023,"I desired him to appoint where he would be met by the Turkish convoy.--He has dispatched the courier back, naming Betsko, a village in the midway between Peterwaradin and Belgrade.",en,546
LTR-023,"We shall stay here till we receive his answer.--Thus, dear sister, I have given you a very particular, and (I am afraid you'll think) a tedious account of this part of my travels.",en,547
LTR-023,"It was not an affectation of shewing my reading that has made me tell you some little scraps of the history of the towns I have passed through; I have always avoided any thing of that kind, when I spoke Of places that I believe you knew the story of as well as myself.",en,548
LTR-023,"But Hungary being a part of the world, which I believe quite new to you, I thought you might read with some pleasure an account of it, which I have been very solicitous to get from the best hands.",en,549
LTR-023,"However, if you don't like it, 'tis in your power to forbear reading it.",en,550
LTR-023,"I am, dear sister, &c. I AM promised to have this letter carefully sent to Vienna.",en,551
LTR-024,"I DID verily intend to write you a long letter from Peterwaradin, where I expected to stay three or four days; but the bassa here was in such haste to see us, that he dispatched the courier back (which Mr W---- had sent to know the time he would send the convoy to meet us) without suffering him to pull off his boots.",en,552
LTR-024,"My letters were not thought important enough to stop our journey; and we left Peterwaradin the next day, being waited on by the chief officers of the garrison, and a considerable convoy of Germans and Rascians.",en,553
LTR-024,"The emperor has several regiments of these people; but, to say the truth, they are rather plunderers than soldiers; having no pay, and being obliged to furnish their own arms and horses; they rather look like vagabond gypsies, or stout beggars, than regular troops.",en,554
LTR-024,"I cannot forbear speaking a word of this race of creatures, who are very numerous all over Hungary.",en,555
LTR-024,"They have a patriarch of their own at Grand Cairo, and are really of the Greek church; but their extreme ignorance gives their priests occasion to impose several new notions upon them.",en,556
LTR-024,"These fellows, letting their hair and beard grow inviolate, make exactly the figure of the Indian bramins (sic).",en,557
LTR-024,"They are heirs-general to all the money of the laity; for which, in return, they give them formal passports signed and sealed for heaven; and the wives and children only inherit the house and cattle.",en,558
LTR-024,"In most other points they follow the Greek church.--This little digression has interrupted my telling you we passed over the fields of Carlowitz, where the last great victory was obtained by prince Eugene over the Turks.",en,559
LTR-024,"The marks of that glorious bloody day are yet recent, the field being yet strewed with the skulls and carcasses of unburied men, horses, and camels.",en,560
LTR-024,"I could not look, without horror, on such numbers of mangled human bodies, nor without reflecting on the injustice of war, that makes murder not only necessary but meritorious.",en,561
LTR-024,"Nothing seems to be a plainer proof of the _irrationality_ of mankind (whatever fine claims we pretend to reason) than the rage with which they contest for a small spot of ground, when such vast parts of fruitful earth lie quite uninhabited.",en,562
LTR-024,"'Tis true, custom has now made it unavoidable; but can there be a greater demonstration of want of reason, than a custom being firmly established, so plainly contrary to the interest of man in general?",en,563
LTR-024,"I am a good deal inclined to believe Mr Hobbs, that the _state of nature_ is a _state of war_; but thence I conclude human nature, not rational, if the word reason means common sense, as I suppose it does.",en,564
LTR-024,"I have a great many admirable arguments to support this refection; I won't however trouble you with them, but return, in a plain style, to the history of my travels.",en,565
LTR-024,"WE were met at Betsko (a village in the midway between Belgrade and Peterwaradin) by an aga of the janizaries, with a body of Turks, exceeding the Germans by one hundred men, though the bassa had engaged to send exactly the same number.",en,566
LTR-024,You may judge by this of their fears.,en,567
LTR-024,"I am really persuaded, that they hardly thought the odds of one hundred men set them even with the Germans; however, I was very uneasy till they were parted, fearing some quarrel might arise, notwithstanding the parole given.",en,568
LTR-024,"We came late to Belgrade, the deep snows making the ascent to it very difficult.",en,569
LTR-024,"It seems a strong city, fortified on the east side by the Danube; and on the south by the river Save, and was formerly the barrier of Hungary.",en,570
LTR-024,"It was first taken by Solyman the Magnificent, and since by the emperor's forces, led by the elector of Bavaria.",en,571
LTR-024,"The emperor held it only two Years, it being retaken by the grand vizier.",en,572
LTR-024,"It is now fortified with the utmost care and skill the Turks are capable of, and strengthened by a very numerous garrison of their bravest janizaries, commanded by a bassa seraskier (i.e.",en,573
LTR-024,"general) though this last expression is not very just; for, to say truth, the seraskier is commanded by the janizaries.",en,574
LTR-024,"These troops have an absolute authority here, and their conduct carries much more the aspect of rebellion, than the appearance of subordination.",en,575
LTR-024,"You may judge of this by the following story, which, at the same time, will give you an idea of the _admirable_ intelligence of the governor of Peterwaradin, though so few hours distant.",en,576
LTR-024,"We were told by him at Peterwaradin, that the garrison and inhabitants of Belgrade were so weary of the war, they had killed their bassa about two months ago, in a mutiny, because he had suffered himself to be prevailed upon, by a bribe of five purses (five hundred pounds sterling) to give permission to the Tartars to ravage the German frontiers.",en,577
LTR-024,"We were very well pleased to hear of such favourable dispositions in the people; but when we came hither, we found the governor had been ill-informed, and the real truth of the story to be this.",en,578
LTR-024,"The late bassa fell under the displeasure of his soldiers; for no other reason, but restraining their incursions on the Germans.",en,579
LTR-024,"They took it into their heads, from that mildness, that he had intelligence with the enemy, and sent such information to the grand signior at Adrianople; but, redress not coming quick enough from thence, they assembled themselves in a tumultuous manner, and by force dragged their bassa before the cadi and mufti, and there demanded justice in a mutinous way; one crying out, Why he protected the infidels?",en,580
LTR-024,"Another, Why he squeezed them of their money?",en,581
LTR-024,"The bassa easily guessing their purpose, calmly replied to them, that they asked him too many questions, and that he had but one life, which must answer for all.",en,582
LTR-024,They then immediately fell upon him with their scimitars (without waiting the sentence of their heads of the law) and in a few moments cut him in pieces.,en,583
LTR-024,"The present bassa has not dared to punish the murder; on the contrary, he affected to applaud the actors of it, as brave fellows, that knew to do themselves justice.",en,584
LTR-024,"He takes all pretences of throwing money among the garrison, and suffers them to make little excursions into Hungary, where they burn some poor Rascian houses.",en,585
LTR-024,"You may imagine, I cannot be very easy in a town which is really under the government of an insolent soldiery.--We expected to be immediately dismissed, after a night's lodging here, but the bassa detains us till he receives orders from Adrianople, which may, possibly be a month a-coming.",en,586
LTR-024,"In the mean time, we are lodged in one of the best houses, belonging to a very considerable man amongst them, and have a whole chamber of janizaries to guard us.",en,587
LTR-024,"My only diversion is the conversation of our host, Achmet Beg, a title something like that of count in Germany.",en,588
LTR-024,"His father was a great bassa, and he has been educated in the most polite eastern learning, being perfectly skilled in the Arabic and Persian languages, and an extraordinary scribe, which they call _effendi_.",en,589
LTR-024,"This accomplishment makes way to the greatest preferments; but he has had the good sense to prefer an easy, quiet, secure life, to all the dangerous honours of the Porte.",en,590
LTR-024,"He sups with us every night, and drinks wine very freely.",en,591
LTR-024,You cannot imagine how much he is delighted with the liberty of conversing with me.,en,592
LTR-024,"He has explained to me many pieces of Arabian poetry, which, I observe, are in numbers not unlike ours, generally of an alternate verse, and of a very musical sound.",en,593
LTR-024,Their expressions of love are very passionate and lively.,en,594
LTR-024,"I am so much pleased with them, I really believe I should learn to read Arabic, if I was to stay here a few months.",en,595
LTR-024,"He has a very good library of their books of all kinds; and, as he tells me, spends the greatest part of his life there.",en,596
LTR-024,"I pass for a great scholar with him, by relating to him some of the Persian tales, which I find are genuine.",en,597
LTR-024,At first he believed I understood Persian.,en,598
LTR-024,"I have frequent disputes with him concerning the difference of our customs, particularly the confinement of women.",en,599
LTR-024,"He assures me, there is nothing at all in it; only, says he, we have the advantage, that when our wives cheat us, nobody knows it.",en,600
LTR-024,"He has wit, and is more polite than many Christian men of quality.",en,601
LTR-024,"I am very much entertained with him.--He has had the curiosity to make one of our servants set him an alphabet of our letters, and can already write a good Roman hand.",en,602
LTR-024,"But these amusements do not hinder my wishing heartily to be out of this place; though the weather is colder than I believe it ever was, any where, but in Greenland.--We have a very large stove constantly kept hot, and yet the windows of the room are frozen on the inside.--God knows when I may have an opportunity of sending this letter: but I have written it, for the discharge of my own conscience and you cannot now reproach me, that one of yours makes ten of mine.",en,603
LTR-024,Adieu.,en,604
LTR-025,"I HAVE now, madam, finished a journey that has not been undertaken by any Christian since the time of the Greek emperors: and I shall not regret all the fatigues I have suffered in it, if it gives me an opportunity of amusing your R. H. by an account of places utterly unknown amongst us; the emperor's ambassadors, and those few English that have come hither, always going on the Danube to Nicopolis.",en,605
LTR-025,"But the river was now frozen, and Mr W---- was so zealous for the service of his Majesty, that he would not defer his journey to wait for the conveniency of that passage.",en,606
LTR-025,"We crossed the deserts of Servia (sic), almost quite over-grown with wood, through a country naturally fertile.",en,607
LTR-025,"The inhabitants are industrious; but the oppression of the peasants is so great, they are forced to abandon their houses, and neglect their tillage, all they have being a prey to the janizaries, whenever they please to seize upon it.",en,608
LTR-025,"We had a guard of five hundred of them, and I was almost in tears every day, to see their insolencies (sic) in the poor villages through which we passed.--After seven days travelling through thick woods, we came to Nissa, once the capital of Servia, situated in a fine plain on the river Nissava, in a very good air, and so fruitful a soil, that the great plenty is hardly credible.",en,609
LTR-025,"I was certainly assured, that the quantity of wine last vintage was so prodigious, that they were forced to dig holes in the earth to put it in, not having vessels enough in the town to hold it.",en,610
LTR-025,The happiness of this plenty is scarce perceived by the oppressed people.,en,611
LTR-025,I saw here a new occasion for my compassion.,en,612
LTR-025,"The wretches that had provided twenty waggons for our baggage from Belgrade hither for a certain hire, being all sent back without payment, some of their horses lamed (sic), and others killed, without any satisfaction made for them.",en,613
LTR-025,"The poor fellows came round the house weeping and tearing their hair and beards in a most pitiful manner, without getting any thing but drubs from the insolent soldiers.",en,614
LTR-025,I cannot express to your R. H. how much I was moved at this scene.,en,615
LTR-025,"I would have paid them the money out of my own pocket, with all my heart; but it Would only have been giving so much to the aga, who would have taken it from them without any remorse.",en,616
LTR-025,"After four days journey from this place over the mountains, we came to Sophia, situated in a large beautiful plain on the river Isca, and surrounded with distant mountains.",en,617
LTR-025,'Tis hardly possible to see a more agreeable landscape.,en,618
LTR-025,"The city itself is very large, and extremely populous.",en,619
LTR-025,"Here are hot baths, very famous for their medicinal virtues.--Four days journey from hence we arrived at Philippopolis, after having passed the ridges between the mountains of Haemus and Rhodope, which are always covered with snow.",en,620
LTR-025,"This town is situated on a rising ground near the river Hebrus, and is almost wholly inhabited by Greeks; here are still some ancient Christian churches.",en,621
LTR-025,"They have a bishop; and several Of the richest Greeks live here; but they are forced to conceal their wealth with great care, the appearance of poverty [which includes part of its inconveniencies (sic)] being all their security against feeling it in earnest.",en,622
LTR-025,"The country from hence to Adrianople, is the finest in the world.",en,623
LTR-025,Vines grow wild on all the hills; and the perpetual spring they enjoy makes every thing gay and flourishing.,en,624
LTR-025,"But this climate, happy as it seems, can never be preferred to England, with all its frosts and snows, while we are blessed with an easy government, under a king, who makes his own happiness consist in the liberty of his people, and chuses rather to be looked upon as their father than their master.--This theme would carry me very far, and I am sensible, I have already tired out your R. H.'s patience.",en,625
LTR-025,"But my letter is in your hands, and you may make it as short as you please, by throwing it into the fire, when weary of reading it.",en,626
LTR-025,"I am, madam, With the greatest respect, &c.",en,627
LTR-026,"I AM now got into a new world, where every thing I see appears to me a change of scene; and I write to your ladyship with some content of mind, hoping, at least, that you will find the charms of novelty in my letters, and no longer reproach me, that I tell you nothing extraordinary.",en,628
LTR-026,"I won't trouble you with a relation of our tedious journey; but must not omit what I saw remarkable at Sophia, one of the most beautiful towns in the Turkish empire, and famous for its hot baths, that are resorted to both for diversion and health.",en,629
LTR-026,"I stopped here one day, on purpose to see them; and, designing to go _incognito_, I hired a Turkish coach.",en,630
LTR-026,"These voitures are not at all like ours, but much more convenient for the country, the heat being so great, that glasses would be very troublesome.",en,631
LTR-026,"They are made a good deal in the manner of the Dutch stage-coaches, having wooden lattices painted and gilded; the inside being also painted with baskets and nosegays of flowers, intermixed commonly with little poetical mottos.",en,632
LTR-026,"They are covered all over with scarlet cloth, lined with silk, and very often richly embroidered and fringed.",en,633
LTR-026,"This covering entirely hides the persons in them, but may be thrown back at pleasure, and thus permits the ladies to peep through the lattices.",en,634
LTR-026,"They hold four people very conveniently, seated on cushions, but not raised.",en,635
LTR-026,"IN one of these covered waggons (sic), I went to the bagnio about ten o'clock.",en,636
LTR-026,It was already full of women.,en,637
LTR-026,"It is built of stone, in the shape of a dome,  with no windows but in the roof, which gives light enough.",en,638
LTR-026,"There were five of these domes joined together, the outmost being less than the rest, and serving only as a hall, where the portress stood at the door.",en,639
LTR-026,Ladies of quality generally give this woman a crown or ten shillings; and I did not forget that ceremony.,en,640
LTR-026,"The next room is a very large one paved with marble, and all round it are two raised sofas of marble, one above another.",en,641
LTR-026,"There were four fountains of cold water in this room, falling first into marble basons (sic), and then running on the floor in little channels made for that purpose, which carried the streams into the next room, something less than this, with the same sort of marble sofas, but so hot with steams of sulphur proceeding from the baths joining to it, 'twas impossible to stay there with one's cloaths (sic) on.",en,642
LTR-026,"The two other domes were the hot baths, one of which had cocks of cold water turning into it, to temper it to what degree of warmth the bathers pleased to have.",en,643
LTR-026,"I WAS in my travelling habit, which is a riding dress, and certainly appeared very extraordinary to them.",en,644
LTR-026,"Yet there was not one of them that shewed the least surprise or impertinent curiosity, but received me with all the obliging civility possible.",en,645
LTR-026,"I know no European court, where the ladies would have behaved themselves in so polite a manner to such a stranger.",en,646
LTR-026,"I believe, upon the whole, there were two hundred women, and yet none of those disdainful smiles, and satirical whispers, that never fail in our assemblies, when any body appears that is not dressed exactly in the fashion.",en,647
LTR-026,"They repeated over and over to me; ""UZELLE, PEK UZELLE,"" which is nothing but, _Charming, very Charming_.--The first sofas were covered with cushions and rich carpets, on which sat the ladies; and on the second, their slaves behind them, but without any distinction of rank by their dress, all being in the state of nature, that is, in plain English, stark naked, without any beauty or defect concealed.",en,648
LTR-026,Yet there was not the least wanton smile or immodest gesture amongst them.,en,649
LTR-026,"They walked and moved with the same majestic grace, which Milton describes our general mother with.",en,650
LTR-026,"There were many amongst them, as exactly proportioned as ever any goddess was drawn by the pencil of a Guido or Titian,--and most of their skins shiningly white, only adorned by their beautiful hair divided into many tresses, hanging on their shoulders, braided either with pearl or ribbon, perfectly representing the figures of the Graces.",en,651
LTR-026,"I WAS here convinced of the truth of a reflection I have often made, _That if it were the fashion to go naked, the face would be hardly observed_.",en,652
LTR-026,"I perceived, that the ladies of the most delicate skins and finest shapes had the greatest share of my admiration, though their faces were sometimes less beautiful than those of their companions.",en,653
LTR-026,"To tell you the truth, I had wickedness enough, to wish secretly, that Mr Gervais could have been there invisible.",en,654
LTR-026,"I fancy it would have very much improved his art, to see so many fine women naked, in different postures, some in conversation, some working, others drinking coffee or sherbet, and many negligently lying on their cushions, while their slaves (generally pretty girls of seventeen or eighteen) were employed in braiding their hair in several pretty fancies.",en,655
LTR-026,"In short, 'tis the women's coffee-house, where all the news of the town is told, scandal invented, &c.--They generally take this diversion once a-week (sic), and stay there at least four or five hours, without getting cold by immediate coming out of the hot bath into the cold room, which was very surprising to me.",en,656
LTR-026,"The lady, that seemed the most considerable among them, entreated me to sit by her, and would fain have undressed me for the bath.",en,657
LTR-026,I excused myself with some difficulty.,en,658
LTR-026,"They being however all so earnest in persuading me, I was at last forced to open my shirt, and shew them my stays; which satisfied them very well; for, I saw, they believed I was locked up in that machine, and that it was not in my own power to open it, which contrivance they attributed to my husband,--I was charmed with their civility and beauty, and should have been very glad to pass more time with them; but Mr W---- resolving to pursue his journey next morning early,  I was in haste to see the ruins of Justinian's church, which did not afford me so agreeable a prospect as I had left, being little more than a heap Of stones.",en,659
LTR-026,"ADIEU, madam, I am sure I have now entertained you with an account of such a sight as you never saw in your life, and what no book of travels could inform you of, as 'tis no less than death for a man to be found in one of these places.",en,660
LTR-027,You see I am very exact in keeping the promise you engaged me to make.,en,661
LTR-027,"I know not, however, whether your curiosity will be satisfied with the accounts I shall give you, though I can assure you, the desire I have to oblige you to the utmost of my power, has made me very diligent in my enquiries and observations.",en,662
LTR-027,"'Tis certain we have but very imperfect accounts of the manners and religion of these people; this part of the world being seldom visited, but by merchants, who mind little but their own affairs; or travellers, who make too short a stay, to be able to report any thing exactly of their own knowledge.",en,663
LTR-027,"The Turks are too proud to converse familiarly with merchants, who can only pick up some confused informations, which are generally false; and can give no better account of the ways here, than a French refugee, lodging in a garret in Greek-street, could write of the court of England.",en,664
LTR-027,"The journey we have made from Belgrade hither, cannot possibly be passed by any out of a public character.",en,665
LTR-027,"The desert woods of Servia, are the common refuge of thieves, who rob fifty in a company, so that we had need of all our guards to secure us; and the villages are so poor, that only force could extort from them necessary provisions.",en,666
LTR-027,"Indeed the janizaries had no mercy on their poverty, killing all the poultry and sheep they could find, without asking to whom they belonged; while the wretched owners durst not put in their claim, for fear of being beaten.",en,667
LTR-027,"Lambs just fallen, geese and turkies (sic) big with egg, all massacred without distinction!",en,668
LTR-027,I fancied I heard the complaints of Melibeus for the hope of his flock.,en,669
LTR-027,"When the bassas travel, 'tis yet worse.",en,670
LTR-027,"These oppressors are not content with eating all that is to be eaten belonging to the peasants; after they have crammed themselves and their numerous retinue, they have the impudence to exact what they call _teeth-money_, a contribution for the use of their teeth, worn with doing them the honour of devouring their meat.",en,671
LTR-027,"This is literally and exactly true, however extravagant it may seem; and such is the natural corruption of a military government, their religion not allowing of this barbarity, any more than ours does.",en,672
LTR-027,"I HAD the advantage of lodging three weeks at Belgrade, with a principal effendi, that is to say a scholar.",en,673
LTR-027,"This set of men are equally capable of preferments in the law or the church, these two sciences being cast into one, and a lawyer and a priest being the same word in the Turkish language.",en,674
LTR-027,They are the only men really considerable in the empire; all the profitable employments and church revenues are in their hands.,en,675
LTR-027,"The grand signior, though general heir to his people, never presumes to touch their lands or money, which go, in an uninterrupted succession, to their children.",en,676
LTR-027,"'Tis true, they lose this privilege, by accepting a place at court, or the title of Bassa; but there are few examples of such fools among them.",en,677
LTR-027,"You may easily judge of the power of these men, who have engrossed all the learning, and almost all the wealth of the empire.",en,678
LTR-027,"'Tis they that are the real authors, though the soldiers are the actors of revolutions.",en,679
LTR-027,"They deposed the late sultan Mustapha; and their power is so well known, that 'tis the emperor's interest to flatter them.",en,680
LTR-027,THIS is a long digression.,en,681
LTR-027,"I was going to tell you, that an intimate daily conversation with the effendi Achmet-beg, gave me an opportunity of knowing their religion and morals in a more particular manner than perhaps any Christian ever did.",en,682
LTR-027,"I explained to him the difference between the religion of England and Rome; and he Was pleased to hear there were Christians that did not worship images, or adore the Virgin Mary.",en,683
LTR-027,"The ridicule of transubstantiation appeared very strong to him.--Upon comparing our creeds together, I am convinced that if our friend Dr ---- had free liberty of preaching here, it would be very easy to persuade the generality to Christianity, whose notions are very little different from his.",en,684
LTR-027,Mr Whiston would make a very good apostle here.,en,685
LTR-027,"I don't doubt but his zeal will be much fired, if you communicate this account to him; but tell him, he must first have the gift of tongues, before he can possibly be of any use.--Mahometism (sic) is divided into as many sects as Christianity; and the first institution as much neglected and obscured by interpretations.",en,686
LTR-027,"I cannot here forbear reflecting on the natural inclination of mankind, to make mysteries and novelties.--The Zeidi, Kudi, Jabari, &c. put me in mind of the Catholics, Lutherans, and Calvinists, and are equally zealous against one another.",en,687
LTR-027,"But the most prevailing opinion, if you search into the secret of the effendis, is, plain deism.",en,688
LTR-027,"This is indeed kept from the people, who are amused with a thousand different notions, according to the different interest of their preachers.--There are very few amongst them (Achmet-beg denied there were any) so absurd, as to set up for wit, by declaring they believe no God at all.",en,689
LTR-027,"And Sir Paul Rycaut is mistaken (as he commonly is) in calling the sect _muterin_, (i. e. _the secret with us_) atheists, they being deists, whose impiety consists in making a jest of their prophet.",en,690
LTR-027,"Achmet-beg did not own to me that he was of this opinion; but made no scruple of deviating from some part of Mahomet's law, by drinking wine with the same freedom we did.",en,691
LTR-027,When I asked him how he came to allow himself that liberty?,en,692
LTR-027,"He made answer, that all the creatures of God are good, and designed for the use of man; however, that the prohibition of wine was a very wise maxim, and meant for the common people, being the source of all disorders amongst them; but, that the prophet never designed to confine those that knew how to use it with moderation; nevertheless, he said, that scandal ought to be avoided, and that he never drank it in public.",en,693
LTR-027,"This is the general way of thinking amongst them, and very few forbear drinking wine that are able to afford it.",en,694
LTR-027,"He assured me, that if I understood Arabic, I should be very well pleased with reading the alcoran, which is so far from the nonsense we charge it with, that it is the purest morality, delivered in the very best language.",en,695
LTR-027,"I have since heard impartial Christians speak of it in the same manner; and I don't doubt but that all our translations are from copies got from the Greek priests, who would not fail to falsify it with the extremity of malice.",en,696
LTR-027,"No body of men ever were more ignorant, or more corrupt; yet they differ so little from the Romish church, that, I confess, nothing gives me a greater abhorrence of the cruelty of your clergy, than the barbarous persecution of them, whenever they have been their masters, for no other reason than their not acknowledging the pope.",en,697
LTR-027,"The dissenting in that one article, has got them the titles of heretics and schismatics; and, what is worse, the same treatment.",en,698
LTR-027,"I found at Philippopolis, a sect of Christians that call themselves Paulines.",en,699
LTR-027,"They shew an old church, where, they say, St Paul preached; and he is their favourite saint, after the same manner that St Peter is at Rome; neither do they forget to give him the same preference over the rest of the apostles.",en,700
LTR-027,"BUT of all the religions I have seen, that of the Arnounts seems to me the most particular; they are natives of Arnountlich, the ancient Macedonia, and still retain the courage and hardiness, though they have lost the name of Macedonians, being the best militia in the Turkish empire, and the only check upon the janizaries.",en,701
LTR-027,"They are foot soldiers; we had a guard of them, relieved in every considerable town we passed; they are all cloathed and armed at their own expence, dressed in clean white coarse cloth, carrying guns of a prodigious length, which they run with upon their shoulders, as if they did not feel the weight of them, the leader singing a sort of rude tune, not unpleasant, and the rest making up the chorus.",en,702
LTR-027,"These people living between Christians and Mahometans, and not being skilled in controversy, declare, that they are utterly unable to judge which religion is best; but, to be certain of not entirely rejecting the truth, they very prudently follow both.",en,703
LTR-027,"They go to the mosques on Fridays, and to the church on Sunday, saying, for their excuse, that at the day of judgment they are sure of protection from the true prophet; but which that is, they are not able to determine in this world.",en,704
LTR-027,"I believe there is no other race of mankind, who have so modest an opinion of their own capacity.",en,705
LTR-027,"THESE are the remarks I have made, on the diversity of religions I have seen.",en,706
LTR-027,I don't ask your pardon for the liberty I have taken in speaking of the Roman.,en,707
LTR-027,"I know you equally condemn the quakery (sic) of all churches, as much as you revere the sacred truths, in which we both agree.",en,708
LTR-027,YOU will expect I should say something to you of the antiquities of this country; but there are few remains of ancient Greece.,en,709
LTR-027,"We passed near the piece of an arch, which is commonly called Trajan's Gate, from a supposition, that he made it to shut up the passage over the mountains, between Sophia and Philippopolis.",en,710
