letter_id,sentence,language,sentence_id,tsne_x,tsne_y
LTR-027,"But I rather believe it the remains of some triumphal arch, (tho' I could not see any inscription;) for if that passage had been shut up, there are many others that would serve for the march of an army; and, notwithstanding the story of Baldwin earl of Flanders being overthrown in these straits, after he won Constantinople, I don't fancy the Germans would find themselves stopped by them at this day.",en,711,-7.067508,-34.843616
LTR-027,"'Tis true, the road is now made (with great industry) as commodious as possible, for the march of the Turkish army; there is not one ditch or puddle between this place and Belgrade, that has not a large strong bridge of planks built over it; but the precipices are not so terrible as I had heard them represented.",en,712,-56.404305,23.818453
LTR-027,"At these mountains we lay at the little village Kiskoi, wholly inhabited by Christians, as all the peasants of Bulgaria are.",en,713,-57.01097,33.332424
LTR-027,"Their houses are nothing but little huts, raised of dirt baked in the sun; and they leave them and fly into the mountains, some months before the march of the Turkish army, who would else entirely ruin them, by driving away their whole flocks.",en,714,-57.33247,3.058233
LTR-027,"This precaution Secures them in a sort of plenty; for such vast tracts of land lying in common, they have the liberty of sowing what they please, and are generally very industrious husbandmen.",en,715,-46.470703,9.047663
LTR-027,I drank here several sorts of delicious wine.,en,716,-38.591164,-31.014488
LTR-027,"The women dress themselves in a great variety of coloured glass beads, and are not ugly, but of a tawny complexion.",en,717,-67.06244,-26.310247
LTR-027,"I have now told you all that is worth telling you, and perhaps more, relating to my journey.",en,718,15.669364,-16.566813
LTR-027,"When I am at Constantinople, I'll try to pick up some curiosities, and then you shall hear again from                                 Your's, &c.",en,719,15.913356,-25.332006
LTR-028,"AS I never can forget the smallest of your ladyship's commands, my first business here has been to enquire after the stuffs you ordered me to look for, without being able to find what you would like.",en,720,15.348549,-8.249442
LTR-028,"The difference of the dress here and at London is so great, the same sort of things are not proper for _caftans_ and _manteaus_.",en,721,-30.44565,-7.2162213
LTR-028,"However, I will not give over my search, but renew it again at Constantinople, though I have reason to believe there is nothing finer than what is to be found here, as this place is at present the residence of the court.",en,722,13.916814,-25.336245
LTR-028,"The grand signior's eldest daughter was married some few days before I came hither; and, upon that occasion, the Turkish ladies display all their magnificence.",en,723,-16.112936,52.86452
LTR-028,The bride was conducted to her husband's house in very great splendor (sic).,en,724,-23.361895,48.827538
LTR-028,"She is widow of the late vizier, who was killed at Peterwaradin, though that ought rather to be called a contract than a marriage, since she never has lived with him; however, the greatest part of his wealth is hers.",en,725,-28.446796,38.474304
LTR-028,"He had the permission of visiting her in the seraglio; and, being one of the handsomest men in the empire, had very much engaged her affections.--When she saw this second husband, who is at least fifty, she could not forbear bursting into tears.",en,726,-29.270668,40.37175
LTR-028,"He is indeed a man of merit, and the declared favourite of the sultan, (which they call _ mosayp_) but that is not enough to make him pleasing in the eyes of a girl of thirteen.",en,727,-31.940086,39.765175
LTR-028,"THE government here is entirely in the hands of the army, the grand signior, with all his absolute power, is as much a slave as any of his subjects, and trembles at a janizary's frown.",en,728,-40.571587,47.159748
LTR-028,"Here is, indeed, a much greater appearance of subjection than amongst us; a minister of state is not spoke to, but upon the knee: should a reflection on his conduct be dropt (sic) in a coffee-house (for they have spies every where) the house would be raz'd (sic) to the ground, and perhaps the whole company put to the torture.",en,729,-24.089727,16.518068
LTR-028,"No _huzzaing mobs, senseless pamphlets, and tavern disputes about politics_; A consequential ill that freedom draws; A bad effect,--but from a noble cause.",en,730,-22.282501,1.0896752
LTR-028,None of our harmless calling names!,en,731,17.193699,-50.58492
LTR-028,"but when a minister here displeases the people, in three hours time he is dragged even from his master's arms.",en,732,-37.31134,46.592064
LTR-028,"They cut off hands, head, and feet, and throw them before the palace gate, with all the respect in the world; while the sultan (to whom they all profess an unlimited adoration) sits trembling in his apartment, and dare neither defend nor revenge his favourite.",en,733,-35.85722,47.906372
LTR-028,"This is the blessed condition of the most absolute monarch upon earth, who o---- no l---- but his _will_.",en,734,-39.880905,44.313442
LTR-028,[Editor's note: Two words are unreadable due to damage to the book which may have occurred at the time of printing.,en,735,19.26907,-10.183243
LTR-028,"It seems probable that the sentence should end "".. who owns no limit but his _will_."".]",en,736,29.478441,37.660763
LTR-028,"I CANNOT help wishing, in the loyality (sic) of my heart, that the parliament would send hither a ship-load of young passive obedient men, that they might see arbitrary government in its clearest, and strongest light, where 'tis hard to judge, whether the prince, people, or ministers, are most miserable.",en,737,-11.283276,13.190401
LTR-028,"I could make many reflections on this subject; but I know, madam, your own good sense has already furnished you with better than I am capable of.",en,738,15.204082,9.093603
LTR-028,I WENT yesterday along with the French ambassadress to see the grand signior in his passage to the mosque.,en,739,-12.188623,50.64116
LTR-028,"He was preceded by a numerous guard of janizaries, with vast white feathers on their heads, as also by the _spahis_ and _bostangees_, (these are foot and horse guards) and the royal gardeners, which are a very considerable body of men, dressed in different habits of fine lively colours, so that at a distance, they appeared like a parterre of tulips.",en,740,-75.20095,-2.2668471
LTR-028,"After them the aga of the janizaries, in a robe of purple velvet, lined with silver tissue, his horse led by two slaves richly dressed.",en,741,-82.207306,-9.0647135
LTR-028,"Next him the _kyzlier-aga_ (your ladyship knows, this is the chief guardian of the seraglio ladies) in a deep yellow cloth (which suited very well to his black face) lined with sables.",en,742,-83.47723,-9.900139
LTR-028,"Last came his sublimity himself, arrayed in green, lined with the fur of a black Moscovite fox, which is supposed worth a thousand pounds sterling, and mounted on a fine horse, with furniture embroidered with jewels.",en,743,-80.938965,-9.362413
LTR-028,"Six more horses richly caparisoned were led after him; and two of his principal courtiers bore, one his gold, and the other his silver coffee-pot, on a staff; another carried a silver stool on his head for him to sit on.---It would be too tedious to tell your ladyship the various dresses and turbants (sic) by which their rank is distinguished; but they were all extremely rich and gay, to the number of some thousands; so that perhaps there cannot be seen a more beautiful procession.",en,744,-80.943985,-4.89702
LTR-028,"The sultan appeared to us a handsome man of about forty, with something, however, severe in his countenance, and his eyes very ---- ---- ---- [Editor's note: as above a few words are illegible but seem to be 'sultry and black'.]",en,745,-35.614994,39.672203
LTR-028,"He happened to stop under the window where he stood, and (I suppose being told who we were) looked upon us very attentively, so that we had full leisure to consider him.",en,746,-3.4507973,47.31624
LTR-028,"The French ambassadress agreed with me as to his good mien; I see that lady very often; she is young, and her conversation would be a great relief to me, if I could persuade her to live without those forms and ceremonies that make life so formal and tiresome.",en,747,-8.552452,27.437756
LTR-028,"But she is so delighted with her guards, her four and twenty footmen, gentlemen, ushers, &c. that she would rather die than make me a visit without them; not to reckon a coachful of attending damsels ycleap'd (sic) maids of honour.",en,748,-14.398598,27.553688
LTR-028,"What vexes me is, that as long as she will visit me with a troublesome equipage, I am obliged to do the same: however, our mutual interest makes us much together.",en,749,7.4322357,19.464783
LTR-028,"I went with her the other day all round the town, in an open gilt chariot, with our joint train of attendants, preceded by our guards, who might have summoned the people to see what they had never seen, nor ever perhaps would see again, two young Christian ambassadresses at the same time.",en,750,-9.326268,47.13473
LTR-028,"Your ladyship may easily imagine, we drew a vast crowd of spectators, but all silent as death.",en,751,6.879938,-45.908638
LTR-028,"If any of them had taken the liberties of our mobs upon any strange sight, our janizaries had made no scruple of falling on them with their scimitars, without danger for so doing, being above law.",en,752,-29.786089,8.940745
LTR-028,"These people however (I mean the janizaries) have some good qualities; they are very zealous and faithful where they serve, and look upon it as their business to fight for you on all occasions.",en,753,-47.048775,-48.050426
LTR-028,"Of this I had a very pleasant instance in a village on this side Philippopolis, where we were met by our domestic guards.",en,754,-16.220667,63.76462
LTR-028,"I happened to bespeak pigeons for supper, upon which one of my janizaries went immediately to the cadi (the chief civil officer of the town) and ordered him to send in some dozens.",en,755,5.9506197,59.76241
LTR-028,"The poor man answered, that he had already sent about, but could get none.",en,756,17.60031,59.436684
LTR-028,"My janizary, in the height of his zeal for my service, immediately locked him up prisoner in his room, telling him he deserved death for his impudence, in offering to excuse his not obeying my command; but, out of respect to me, he would not punish him but by my order.",en,757,1.3414475,32.970222
LTR-028,"Accordingly he came very gravely to me, to ask what should be done to him; adding, by way of compliment, that if I pleased he would bring me his head.--This may give you some idea of the unlimited power of these fellows, who are all sworn brothers, and bound to revenge the injuries done to one another, whether at Cairo, Aleppo, or any part of the world.",en,758,-0.07035298,35.044426
LTR-028,"This inviolable league makes them so powerful, that the greatest man at court never speaks to them but in a flattering tone; and in Asia, any man that is rich is forced to enrol himself a janizary, to secure his estate.--But I have already said enough; and I dare swear, dear madam, that, by this time, 'tis a very comfortable reflection to you, that there is no possibility of your receiving such a tedious letter but once in six months; 'tis that consideration has given me the assurance of entertaining you so long, and will, I hope, plead the excuse of, dear madam,  Your's, &c.",en,759,-7.7181554,16.693909
LTR-029,"I WISH to God, dear sister, that you were as regular in letting me know what passes on your side of the globe, as I am careful in endeavouring to amuse you by the account of all I see here, that I think worth your notice.",en,760,12.675667,-1.1463379
LTR-029,"You content yourself with telling me over and over, that the town is very dull: it may, possibly, be dull to you, when every day does not present you with something new; but for me that am in arrears, at least two months news, all that seems very stale with you, would be very fresh and sweet here.",en,761,8.727374,-3.3480806
LTR-029,"Pray let me into more particulars, and I will try to awaken your gratitude, by giving you a full and true relation of the novelties of this place, none of which would surprise you more than a sight of my person, as I am now in my Turkish habit, though I believe you would be of my opinion, that 'tis admirably becoming.--I intend to send you my picture; in the mean time accept of it here.",en,762,10.999482,-1.1727633
LTR-029,"THE first part of my dress is a pair of drawers, very full that reach to my shoes, and conceal the legs more modestly than your petticoats.",en,763,-82.350235,-28.040466
LTR-029,"They are of a thin rose-coloured damask, brocaded with silver flowers.",en,764,-79.3927,-23.304733
LTR-029,"My shoes are of white kid leather, embroidered with gold.",en,765,-80.65,-23.898851
LTR-029,"Over this hangs my smock, of a fine white silk gauze, edged with embroidery.",en,766,-80.52716,-24.318707
LTR-029,"This smock has wide sleeves hanging half way down the arm, and is closed at the neck with a diamond button; but the shape and colour of the bosom is very well to be distinguished through it.--The _antery_ is a waistcoat, made close to the shape, of white and gold damask, with very long sleeves falling back, and fringed with deep gold fringe, and should have diamond or pearl buttons.",en,767,-81.73343,-15.387583
LTR-029,"My _caftan_, of the same stuff with my drawers, is a robe exactly fitted to my shape, and reaching to my feet, with very long strait falling sleeves.",en,768,-82.062256,-27.112898
LTR-029,"Over this is my girdle, of about four fingers broad, which, all that can afford it, have entirely of diamonds or other precious stones; those who will not be at that expence, have it of exquisite embroidery on sattin (sic); but it must be fastened before with a clasp of diamonds.--The _curdee_ is a loose robe they throw off, or put on, according to the weather, being of a rich brocade (mine is green and gold) either lined with ermine or sables; the sleeves reach very little below the shoulders.",en,769,-79.6375,-5.053032
LTR-029,"The head dress is composed of a cap, called _talpock_, which is, in winter, of fine velvet embroidered with pearls or diamonds, and in summer, of a light shining silver stuff.",en,770,-72.85991,-22.97266
LTR-029,"This is fixed on one side of the head, hanging a little way down with a gold tassel, and bound on, either with a circle of diamonds (as I have seen several) or a rich embroidered handkerchief.",en,771,-78.25009,-17.53812
LTR-029,"On the other side of the head, the hair is laid flat; and here the ladies are at liberty to shew their fancies; some putting flowers, others a plume of heron's feathers, and, in short, what they please; but the most general fashion is a large _bouquet_ of jewels, made like natural flowers; that is, the buds, of pearl; the roses, of different coloured rubies: the jessamines, of diamonds; the jonquils, of topazes, &c. so well set and enamelled, 'tis hard to imagine any thing of that kind so beautiful.",en,772,-73.88219,1.4886744
LTR-029,"The hair hangs at its full length behind, divided into tresses braided with pearl or ribbon, which is always in great quantity.",en,773,-75.75635,-20.058464
LTR-029,I never saw in my life so many fine heads of hair.,en,774,-14.195614,-8.731189
LTR-029,"In one lady's, I have counted a hundred and ten of the tresses, all natural; but it must be owned, that every kind of beauty is more common here than with us.",en,775,-22.120815,-29.320953
LTR-029,'Tis surprising to see a young woman that is not very handsome.,en,776,-22.699524,-10.553563
LTR-029,"They have naturally the most beautiful complexion in the world, and generally large black eyes.",en,777,-63.887444,-32.08635
LTR-029,"I can assure you with great truth, that the court of England (though I believe it the fairest in Christendom) does not contain so many beauties as are under our protection here.",en,778,-23.040697,-16.492958
LTR-029,"They generally shape their eye-brows, and both Greeks and Turks have the custom of putting round their eyes a black tincture, that, at a distance, or by candle-light, adds very much to the blackness of them.",en,779,-66.753174,-32.14134
LTR-029,"I fancy many of our ladies would be overjoyed to know this secret, but 'tis too visible by day.",en,780,-22.276066,-12.646991
LTR-029,"They dye their nails a rose colour; but, I own, I cannot enough accustom myself to this fashion, to find any beauty in it.",en,781,-46.979916,-40.07651
LTR-029,"AS to their morality or good conduct, I can say, like Harlequin, that 'tis just as 'tis with you; and the Turkish ladies don't commit one sin the less for not being Christians.",en,782,-5.983549,-8.482044
LTR-029,"Now, that I am a little acquainted with their ways, I cannot forbear admiring, either the exemplary discretion, or extreme stupidity of all the writers that have given accounts of them.",en,783,-2.7525795,-6.115977
LTR-029,"'Tis very easy to see, they have in reality more liberty than we have.",en,784,-34.50835,-33.5674
LTR-029,"No woman, of what rank soever, is permitted to go into the streets without two _murlins_, one that covers her face all but her eyes, and another, that hides the whole dress of her head, and hangs half way down her back.",en,785,-71.1529,4.525054
LTR-029,"Their shapes are also wholely (sic) concealed, by a thing they call a _serigee_, which no woman of any sort appears without; this has strait sleeves, that reach to their fingers-ends, and it laps all round them, not unlike a riding-hood.",en,786,-72.277885,3.4944315
LTR-029,"In winter, 'tis of cloth; and in summer, of plain stuff or silk.",en,787,-72.3917,-21.979372
LTR-029,"You may guess then, how effectually this disguises them, so that there is no distinguishing the great lady from her slave.",en,788,-29.047264,24.765997
LTR-029,"'Tis impossible for the most jealous husband to know his wife, when he meets her; and no man dare touch or follow a woman in the street.",en,789,-30.315489,24.880009
LTR-029,"THIS perpetual masquerade gives them entire liberty of following their inclinations, without danger of discovery.",en,790,-37.47964,14.01633
LTR-029,"The most usual method of intrigue, is, to send an appointment to the lover to meet the lady at a Jew's shop, which are as notoriously convenient as our Indian-houses; and yet, even those who don't make use of them, do not scruple to go to buy pennyworths, and tumble over rich goods, which are chiefly to be found amongst that sort of people.",en,791,-24.376827,18.852982
LTR-029,"The great ladies seldom let their gallants know who they are; and 'tis so difficult to find it out, that they can very seldom guess at her name, whom they have corresponded with for above half a year together.",en,792,-29.651627,23.525663
LTR-029,"You may easily imagine the number of faithful wives very small in a country where they have nothing to fear from a lover's indiscretion, since we see so many have the courage to expose themselves to that in this world, and all the threatened punishment of the next, which is never preached to the Turkish damsels.",en,793,-22.272095,11.933015
LTR-029,"Neither have they much to apprehend from the resentment of their husbands; those ladies that are rich, having all their money in their own hands.",en,794,-32.656994,17.02116
LTR-029,"Upon the whole, I look upon the Turkish women, as the only free people in the empire; the very divan pays respect to them; and the grand signior himself, when a bassa is executed, never violates the privileges of the _haram_, (or womens apartment) which remains unsearched and entire to the widow.",en,795,-36.540806,24.933424
LTR-029,"They are queens of their slaves, whom the husband has no permission so much as to look upon, except it be an old woman or two that his lady chuses.",en,796,-34.941666,23.638641
LTR-029,"'Tis true, their law permits them four wives; but there is no instance of a man of quality that makes use of this liberty, or of a woman of rank that would suffer it.",en,797,-31.17202,13.61666
LTR-029,"When a husband happens to be inconstant, (as those things will happen) he keeps his mistress in a house apart, and visits her as privately as he can, just as it is with you.",en,798,-32.344177,28.602919
LTR-029,"Amongst all the great men here, I only know the _testerdar_, (i.e.",en,799,35.025833,18.382475
LTR-029,"a treasurer) that keeps a number of she slaves, for his own use, (that is, on his own side of the house; for a slave once given to serve a lady, is entirely at her disposal) and he is spoke of as a libertine, or what we should call a rake, and his wife won't see him, though she continues to live in his house.",en,800,-37.768887,25.813345
LTR-029,"Thus you see, dear sister, the manners of mankind do not differ so Widely, as our voyage-writers would make us believe.",en,801,-11.32534,-0.74061126
LTR-029,"Perhaps, it would be more entertaining to add a few surprising customs of my own invention; but nothing seems to me so agreeable as truth, and I believe nothing so acceptable to you.",en,802,8.875532,-1.3411437
LTR-029,"I conclude therefore with repeating the great truth of my being, Dear sister, &c.",en,803,36.322308,15.712731
LTR-030,"I DARE say you expect, at least, something very new in this letter, after I have gone a journey, not undertaken by any Christian for some hundred years.",en,804,11.934209,-6.8380303
LTR-030,"The most remarkable accident that happened to me, was my being very near overturned into the Hebrus; and, if I had much regard for the glories that one's name enjoys after death, I should certainly be sorry for having missed the romantic conclusion of swimming down the same river in which the musical head of Orpheus repeated verses so many ages since: ""_Caput a cervice revulsum, ""Gurgite cum medio, portans Oeagrius Hebrus, ""Volveret, Eurydicen vox ipsa, et frigida lingua, ""Ah!",en,805,3.8293655,14.799853
LTR-030,miseram Eurydicen!,en,806,47.92447,-4.8636866
LTR-030,"anima fugiente vocabat, ""Eurydicen toto referebant flumine ripae_"" Who knows but some of your bright wits might have found it a subject affording many poetical turns, and have told the world, in an heroic elegy, that, _As equal were our souls, so equal were our fates?_ I despair of ever hearing so many fine things said of me, as so extraordinary a death would have given occasion for.",en,807,2.7719102,14.067594
LTR-030,"I AM at this present moment writing in a house situated on the banks of the Hebrus, which runs under my chamber window.",en,808,-19.776342,61.69611
LTR-030,"My garden is full of all cypress trees, upon the branches of which several couple of true turtles are saying soft things to one another from morning till night.",en,809,-55.937386,-6.9117055
LTR-030,"How naturally do _boughs_ and _vows_ come into my mind, at this minute?",en,810,43.425358,-6.427122
LTR-030,"and must not you confess, to my praise, that 'tis more than an ordinary discretion that can resist the wicked suggestions of poetry, in a place where truth, for once, furnishes all the ideas of pastoral.",en,811,1.6453285,1.4949512
LTR-030,"The summer is already far advanced in this part of the world; and, for some miles round Adrianople, the whole ground is laid out in gardens, and the banks of the rivers are set with rows of fruit-trees, under which all the most considerable Turks divert themselves every evening, not with walking, that is not one of their pleasures; but a set party of them chuse out a green spot, where the shade is very thick, and, there they spread a carpet, on which they sit drinking their coffee, and are generally attended by some slave with a fine voice, or that plays on some instrument.",en,812,-55.6306,16.616518
LTR-030,"Every twenty paces you may see one of these little companies listening to the dashing of the river; and this taste is so universal, that the very gardeners are not without it.",en,813,-59.880913,8.059543
LTR-030,"I have often seen them and their children sitting on the banks of the river, and playing on a rural instrument, perfectly answering the description of the ancient _fistula_, being composed of unequal reeds, with a simple, but agreeable softness in the sound.",en,814,-73.44395,13.622839
LTR-030,"MR ADDISON might here make the experiment he speaks of in his travels; there not being one instrument Of music among the Greek or Roman statues, that is not to be found in the hands of the people of this country.",en,815,-2.996624,-51.892
LTR-030,"The young lads generally divert themselves with making garlands for their favourite lambs, which I have often seen painted and adorned with flowers, lying at their feet, while they sung or played.",en,816,-73.00841,12.325703
LTR-030,"It is not that they ever read romances, but these are the ancient amusements here, and as natural to them as cudgel-playing and foot-ball to our British swains; the softness and warmth of the climate forbidding all rough exercises, which were never so much as heard of amongst them, and naturally inspiring a laziness and aversion to labour, which the great plenty indulges.",en,817,-26.469143,-0.23085357
LTR-030,These gardeners are the only happy race of country people in Turkey.,en,818,-46.74569,6.0583277
LTR-030,"They furnish all the city with fruits and herbs, and seem to live very easily.",en,819,-47.312378,5.400715
LTR-030,"They are most of them Greeks, and have little houses in the midst of their gardens, where their wives and daughters take a liberty, not permitted in the town, I mean, to go unveiled.",en,820,-50.082462,11.467646
LTR-030,"These wenches are very neat and handsome, and pass their time at their looms, under the shade of the trees.",en,821,-63.407036,-29.178816
LTR-030,"I No longer look upon Theocritus as a romantic writer; he has only given a plain image of the way of life amongst the peasants of his country; who, before oppression had reduced them to want, were, I suppose, all employed as the better sort of them are now.",en,822,19.706924,-34.93352
LTR-030,"I don't doubt, had he been born a Briton, but his _Idyliums_  had been filled with descriptions of threshing and churning, both which are unknown here, the corn being all trode (sic) out by oxen; and butter (I speak it with sorrow) unheard of.",en,823,-20.222767,-36.822365
LTR-030,"I READ over your Homer here, with an infinite pleasure, and find several little passages explained, that I did not before entirely comprehend the beauty of; many of the customs, and much Of the dress then in fashion, being yet retained.",en,824,9.01857,-10.222665
LTR-030,"I don't wonder to find more remains here, of an age so distant, than is to be found in any other country, the Turks not taking that pains to introduce their own manners, as has been generally practised by other nations, that imagine themselves more polite.",en,825,-28.074633,-11.008191
LTR-030,"It would be too tedious to you, to point out all the passages that relate to present customs.",en,826,19.037104,-27.128633
LTR-030,"But, I can assure you, that the princesses and great ladies pass their time at their looms, embroidering veils and robes, surrounded by their maids, which are always very numerous, in the same manner as we find Andromache and Helen described.",en,827,-39.737633,15.809191
LTR-030,"The description of the belt of Menelaus, exactly resembles those that are now worn by the great men, fastened before with broad golden clasps, and embroidered round with rich work.",en,828,-87.22668,-15.764959
LTR-030,"The snowy veil that Helen throws over her face, is still fashionable; and I never see half a dozen of old bashaws (as I do very often) with their reverend beards, sitting basking in the sun, but I recollect good king Priam and his counsellors.",en,829,-66.66004,-42.92943
LTR-030,Their manner of dancing is certainly the same that Diana is _sung_  (sic) to have danced on the banks of Eurotas.,en,830,-46.652973,-56.373505
LTR-030,"The great lady still leads the dance, and is followed by a troop of young girls, who imitate her steps, and, if she sings, make up the chorus.",en,831,-82.566086,13.021975
LTR-030,"The tunes are extremely gay and lively, yet with something in them wonderfully soft.",en,832,-38.578243,-35.80123
LTR-030,"The steps are varied according to the pleasure of her that leads the dance, but always in exact time, and infinitely more agreeable than any of our dances, at least in my opinion.",en,833,-37.302986,-35.56472
LTR-030,"I sometimes make one in the train, but am not skilful enough to lead; these are the Grecian dances, the Turkish being very different.",en,834,-15.727122,-25.719252
LTR-030,"I SHOULD have told you, in the first place, that the Eastern manners give a great light into many scripture-passages, that appear odd to us, their phrases being commonly what we should call scripture-language.",en,835,5.610904,-15.868019
LTR-030,"The vulgar Turk is very different from what is spoke at court, or amongst the people of figure; who always mix so much Arabic and Persian in their discourse, that it may very well be called another language.",en,836,-28.042156,2.2190251
LTR-030,"And 'tis as ridiculous to make use of the expressions commonly used, in speaking to a great man or lady, as it would be to speak broad Yorkshire, or Somersetshire, in the drawing room.",en,837,-27.730951,2.0752387
LTR-030,"Besides this distinction, they have what they call the _sublime_, that is, a style proper for poetry, and which is the exact scripture style.",en,838,-42.527157,-61.425716
LTR-030,"I believe you will be pleased to see a genuine example of this; and I am very glad I have it in my power to satisfy your curiosity, by sending you a faithful copy of the verses that Ibrahim Bassa, the reigning favourite, has made for the young princess, his contracted wife, whom he is not yet permitted to visit without witnesses, though she is gone home to his house.",en,839,7.2157764,36.826168
LTR-030,"He is a man of wit and learning; and whether or no he is capable of writing good verse, you may be sure, that, on such an occasion, he would not want the assistance of the best poets in the empire.",en,840,-23.735783,43.623966
LTR-030,"Thus the verses may be looked upon as a sample of their finest poetry; and I don't doubt you'll be of my mind, that it is most wonderfully resembling _The song of Solomon_, which was also addressed to a royal bride.",en,841,-16.99192,11.521
LTR-030,"TURKISH VERSES addressed to the _Sultana_, eldest daughter of SULTAN ACHMET III.",en,842,-48.87418,58.120575
LTR-030,STANZA I. Ver.,en,843,46.780804,-51.573833
LTR-030,1.,en,844,55.1082,-46.46257
LTR-030,_THE nightingale now wanders in the vines: Her passion is to seek roses._ 2.,en,845,-12.6396,-64.27312
LTR-030,_I went down to admire the beauty of the vines: The sweetness of your charms has ravished my soul._ 3.,en,846,37.553192,-8.9771385
LTR-030,"_Your eyes are black and lovely, But wild and disdainful as those of a stag._ STANZA II.",en,847,-5.153168,-62.300343
LTR-030,1.,en,848,55.341434,-46.50265
LTR-030,"_The wished possession is delayed from day to day; The cruel Sultan ACHMET will not permit me To see those cheeks, more vermilion than roses._ 2.",en,849,-9.754003,-65.96595
LTR-030,_I dare not snatch one of your kisses; The sweetness of your charms has ravished my soul._ 3.,en,850,37.862587,-9.623629
LTR-030,"_Your eyes are black and lovely, But wild and disdainful as those of a stag._ STANZA III 1.",en,851,-5.1357923,-62.315365
LTR-030,_The wretched_ IBRAHIM _sighs in these verses: One dart from your eyes has pierc'd thro' my  heart._ 2.,en,852,39.01785,-10.01201
LTR-030,_Ah!,en,853,49.108555,2.939237
LTR-030,when will the hour of possession arrive?,en,854,41.96258,8.72032
LTR-030,Must I yet wait a long time?,en,855,39.166687,7.0802774
LTR-030,The sweetness of your charms has ravished my soul._ 3.,en,856,38.325512,-8.314721
LTR-030,_Ah!_ SULTANA!,en,857,49.47343,1.6648619
LTR-030,_stag-ey'd--an angel amongst angels!,en,858,50.447853,-3.0905597
LTR-030,"I desire,--and, my desire remains unsatisfied.--Can you take delight to prey upon my heart?_ STANZA IV 1.",en,859,37.673008,-12.825435
LTR-030,_My cries pierce the heavens!,en,860,44.10894,-3.2637033
LTR-030,My eyes are without sleep!,en,861,44.131622,0.21445715
LTR-030,"Turn to me,_ SULTANA--_let me gaze on thy beauty._ 2.",en,862,31.49475,21.663141
LTR-030,_Adieu--I go down to the grave.,en,863,40.612328,26.989521
LTR-030,If you call me--I return.,en,864,36.86819,28.229446
LTR-030,"My heart is--hot as sulphur;--sigh, and it will flame._ 3.",en,865,40.177944,-5.867184
LTR-030,_Crown of my life!,en,866,47.34112,-1.6921155
LTR-030,fair light of my eyes!,en,867,45.01721,-0.33557305
LTR-030,My_ SULTANA!,en,868,49.57857,0.70361954
LTR-030,_my princess!,en,869,48.5764,-0.15509588
LTR-030,I rub my face against the earth; I am drown'd in scalding tears-- I rave!,en,870,41.135616,-3.0018423
LTR-030,Have you no compassion?,en,871,40.088856,3.569464
LTR-030,"Will you not turn to look upon me?_ I have taken abundance of pains to get these verses in a literal translation; and if you were acquainted with my interpreters, I might spare myself the trouble of assuring you, that they have received no poetical touches from their hands.",en,872,4.99063,-12.152807
LTR-030,In my opinion (allowing for the inevitable faults of a prose translation into a language so very different) there is a good deal of beauty in them.,en,873,3.366839,-12.619967
LTR-030,"The epithet of _stag-ey'd_ (though the sound is not very agreeable in English) pleases me extremely; and I think it a very lively image of the fire and indifference in his mistress's eyes.--Monsieur Boileau has very justly observed, that we are never to judge of the elevation of an expression in an ancient author, by the sound it carries with us; since it may be extremely fine with them, when, at the same time, it appears low or uncouth to us.",en,874,-9.975635,11.384073
LTR-030,"You are so well acquainted with Homer, you cannot but have observed the same thing, and you must have the same indulgence for all Oriental poetry.",en,875,20.916386,-28.290268
LTR-030,"The repetitions at the end of the two first stanzas are meant for a sort of chorus, and are agreeable to the ancient manner of writing.",en,876,-48.01667,-60.644978
LTR-030,"The music of the verses apparently changes in the third stanza, where the burden is altered; and I think he very artfully, seems more passionate at the conclusion, as 'tis natural for people to warm themselves by their own discourse, especially on a subject in which one is deeply concerned; 'tis certainly far more touching than our modern custom of concluding a song of passion with a turn which is inconsistent with it.",en,877,0.6278639,-16.128466
LTR-030,"The first verse is a description of the season of the year; all the country now being full of nightingales, whole amours with roses, is an Arabian fable, as well known here as any part of Ovid amongst us, and is much the same as if an English poem should begin, by saying,--""_Now Philomela sings_.""",en,878,-11.637115,-59.221306
LTR-030,"Or what if I turned the whole into the style of English poetry, to see how it would look?",en,879,-3.600808,-10.201664
LTR-030,STANZA I.,en,880,47.14784,-51.31814
LTR-030,"""NOW Philomel renews her tender strain, ""Indulging all the night her pleasing pain; ""I sought in groves to hear the wanton sing, ""There saw a face more beauteous than the spring.",en,881,28.289984,25.209564
LTR-030,"""Your large stag-eyes, where thousand glories play, ""As bright, as lively, but as wild as they.",en,882,-5.396736,-61.78233
LTR-030,STANZA II.,en,883,48.026443,-50.970375
LTR-030,"""In vain I'm promis'd such a heav'nly prize, ""Ah!",en,884,46.64242,5.348607
LTR-030,cruel SULTAN!,en,885,50.759068,-0.2185641
LTR-030,who delay'st my joys!,en,886,45.478138,-1.7061243
LTR-030,"""While piercing charms transfix my am'rous heart, ""I dare not snatch one kiss to ease the smart.",en,887,37.564987,-10.338883
LTR-030,"""Those eyes!",en,888,46.446156,2.0389643
LTR-030,"like, &c. STANZA III.",en,889,46.64192,-47.855373
LTR-030,"""Your wretched lover in these lines complains; ""From those dear beauties rise his killing pains.",en,890,40.004692,-10.04946
LTR-030,"""When will the hour of wish'd-for bliss arrive?",en,891,42.0808,8.877708
LTR-030,"""Must I wait longer?--Can I wait and live?",en,892,39.04548,7.1444154
LTR-030,"""Ah!",en,893,47.98843,3.5635693
