letter_idx,sentence,top_emotion,top_emotion_score
22,"The twenty-ninth, we arrived here, where we were met by the commanding officer, at the head of all the officers of the garrison.",neutral,0.5411434173583984
22,"We are lodged in the best apartment of the governor's house, and entertained in a very splendid manner by the emperor's order.",joy,0.8381905555725098
22,"We wait here till all points are adjusted, concerning our reception on the Turkish frontiers.",neutral,0.9669017195701599
22,"Mr W----'s courier, which he sent from Essek, returned this morning, with the bassa's answer in a purse of scarlet satin, which the interpreter here has translated.",neutral,0.8582445979118347
22,'Tis to promise him to be honourably received.,neutral,0.822827935218811
22,"I desired him to appoint where he would be met by the Turkish convoy.--He has dispatched the courier back, naming Betsko, a village in the midway between Peterwaradin and Belgrade.",neutral,0.771316647529602
22,"We shall stay here till we receive his answer.--Thus, dear sister, I have given you a very particular, and (I am afraid you'll think) a tedious account of this part of my travels.",fear,0.7757382988929749
22,"It was not an affectation of shewing my reading that has made me tell you some little scraps of the history of the towns I have passed through; I have always avoided any thing of that kind, when I spoke Of places that I believe you knew the story of as well as myself.",neutral,0.9383233785629272
22,"But Hungary being a part of the world, which I believe quite new to you, I thought you might read with some pleasure an account of it, which I have been very solicitous to get from the best hands.",joy,0.7257996201515198
22,"However, if you don't like it, 'tis in your power to forbear reading it.",anger,0.34130194783210754
22,"I am, dear sister, &c. I AM promised to have this letter carefully sent to Vienna.",sadness,0.4633485674858093
23,"I DID verily intend to write you a long letter from Peterwaradin, where I expected to stay three or four days; but the bassa here was in such haste to see us, that he dispatched the courier back (which Mr W---- had sent to know the time he would send the convoy to meet us) without suffering him to pull off his boots.",neutral,0.434445858001709
23,"My letters were not thought important enough to stop our journey; and we left Peterwaradin the next day, being waited on by the chief officers of the garrison, and a considerable convoy of Germans and Rascians.",fear,0.5039272308349609
23,"The emperor has several regiments of these people; but, to say the truth, they are rather plunderers than soldiers; having no pay, and being obliged to furnish their own arms and horses; they rather look like vagabond gypsies, or stout beggars, than regular troops.",disgust,0.6881511807441711
23,"I cannot forbear speaking a word of this race of creatures, who are very numerous all over Hungary.",neutral,0.4418618679046631
23,"They have a patriarch of their own at Grand Cairo, and are really of the Greek church; but their extreme ignorance gives their priests occasion to impose several new notions upon them.",neutral,0.6652701497077942
23,"These fellows, letting their hair and beard grow inviolate, make exactly the figure of the Indian bramins (sic).",neutral,0.6640554070472717
23,"They are heirs-general to all the money of the laity; for which, in return, they give them formal passports signed and sealed for heaven; and the wives and children only inherit the house and cattle.",neutral,0.7759572267532349
23,"In most other points they follow the Greek church.--This little digression has interrupted my telling you we passed over the fields of Carlowitz, where the last great victory was obtained by prince Eugene over the Turks.",neutral,0.6778268218040466
23,"The marks of that glorious bloody day are yet recent, the field being yet strewed with the skulls and carcasses of unburied men, horses, and camels.",disgust,0.608123242855072
23,"I could not look, without horror, on such numbers of mangled human bodies, nor without reflecting on the injustice of war, that makes murder not only necessary but meritorious.",fear,0.9506061673164368
23,"Nothing seems to be a plainer proof of the _irrationality_ of mankind (whatever fine claims we pretend to reason) than the rage with which they contest for a small spot of ground, when such vast parts of fruitful earth lie quite uninhabited.",anger,0.9562761187553406
23,"'Tis true, custom has now made it unavoidable; but can there be a greater demonstration of want of reason, than a custom being firmly established, so plainly contrary to the interest of man in general?",disgust,0.38991591334342957
23,"I am a good deal inclined to believe Mr Hobbs, that the _state of nature_ is a _state of war_; but thence I conclude human nature, not rational, if the word reason means common sense, as I suppose it does.",neutral,0.6672672033309937
23,"I have a great many admirable arguments to support this refection; I won't however trouble you with them, but return, in a plain style, to the history of my travels.",neutral,0.7298429608345032
23,"WE were met at Betsko (a village in the midway between Belgrade and Peterwaradin) by an aga of the janizaries, with a body of Turks, exceeding the Germans by one hundred men, though the bassa had engaged to send exactly the same number.",surprise,0.35988491773605347
23,You may judge by this of their fears.,fear,0.5212360620498657
23,"I am really persuaded, that they hardly thought the odds of one hundred men set them even with the Germans; however, I was very uneasy till they were parted, fearing some quarrel might arise, notwithstanding the parole given.",fear,0.9843863844871521
23,"We came late to Belgrade, the deep snows making the ascent to it very difficult.",fear,0.4383271336555481
23,"It seems a strong city, fortified on the east side by the Danube; and on the south by the river Save, and was formerly the barrier of Hungary.",fear,0.4694810211658478
23,"It was first taken by Solyman the Magnificent, and since by the emperor's forces, led by the elector of Bavaria.",neutral,0.7521089315414429
23,"The emperor held it only two Years, it being retaken by the grand vizier.",neutral,0.7805799245834351
23,"It is now fortified with the utmost care and skill the Turks are capable of, and strengthened by a very numerous garrison of their bravest janizaries, commanded by a bassa seraskier (i.e.",neutral,0.5903407335281372
23,"general) though this last expression is not very just; for, to say truth, the seraskier is commanded by the janizaries.",neutral,0.7642976641654968
23,"These troops have an absolute authority here, and their conduct carries much more the aspect of rebellion, than the appearance of subordination.",neutral,0.7622102499008179
23,"You may judge of this by the following story, which, at the same time, will give you an idea of the _admirable_ intelligence of the governor of Peterwaradin, though so few hours distant.",neutral,0.9618728160858154
23,"We were told by him at Peterwaradin, that the garrison and inhabitants of Belgrade were so weary of the war, they had killed their bassa about two months ago, in a mutiny, because he had suffered himself to be prevailed upon, by a bribe of five purses (five hundred pounds sterling) to give permission to the Tartars to ravage the German frontiers.",disgust,0.45529139041900635
23,"We were very well pleased to hear of such favourable dispositions in the people; but when we came hither, we found the governor had been ill-informed, and the real truth of the story to be this.",joy,0.52402263879776
23,"The late bassa fell under the displeasure of his soldiers; for no other reason, but restraining their incursions on the Germans.",anger,0.8087171912193298
23,"They took it into their heads, from that mildness, that he had intelligence with the enemy, and sent such information to the grand signior at Adrianople; but, redress not coming quick enough from thence, they assembled themselves in a tumultuous manner, and by force dragged their bassa before the cadi and mufti, and there demanded justice in a mutinous way; one crying out, Why he protected the infidels?",anger,0.9222350120544434
23,"Another, Why he squeezed them of their money?",anger,0.4374532997608185
23,"The bassa easily guessing their purpose, calmly replied to them, that they asked him too many questions, and that he had but one life, which must answer for all.",neutral,0.7193843126296997
23,They then immediately fell upon him with their scimitars (without waiting the sentence of their heads of the law) and in a few moments cut him in pieces.,anger,0.6268463134765625
23,"The present bassa has not dared to punish the murder; on the contrary, he affected to applaud the actors of it, as brave fellows, that knew to do themselves justice.",disgust,0.4293554127216339
23,"He takes all pretences of throwing money among the garrison, and suffers them to make little excursions into Hungary, where they burn some poor Rascian houses.",anger,0.5690147876739502
23,"You may imagine, I cannot be very easy in a town which is really under the government of an insolent soldiery.--We expected to be immediately dismissed, after a night's lodging here, but the bassa detains us till he receives orders from Adrianople, which may, possibly be a month a-coming.",sadness,0.8858607411384583
23,"In the mean time, we are lodged in one of the best houses, belonging to a very considerable man amongst them, and have a whole chamber of janizaries to guard us.",neutral,0.7356824278831482
23,"My only diversion is the conversation of our host, Achmet Beg, a title something like that of count in Germany.",neutral,0.6763314008712769
23,"His father was a great bassa, and he has been educated in the most polite eastern learning, being perfectly skilled in the Arabic and Persian languages, and an extraordinary scribe, which they call _effendi_.",neutral,0.7855996489524841
23,"This accomplishment makes way to the greatest preferments; but he has had the good sense to prefer an easy, quiet, secure life, to all the dangerous honours of the Porte.",neutral,0.6342466473579407
23,"He sups with us every night, and drinks wine very freely.",disgust,0.45117881894111633
23,You cannot imagine how much he is delighted with the liberty of conversing with me.,joy,0.6996963620185852
23,"He has explained to me many pieces of Arabian poetry, which, I observe, are in numbers not unlike ours, generally of an alternate verse, and of a very musical sound.",neutral,0.8718713521957397
23,Their expressions of love are very passionate and lively.,joy,0.7793080806732178
23,"I am so much pleased with them, I really believe I should learn to read Arabic, if I was to stay here a few months.",joy,0.9793385863304138
23,"He has a very good library of their books of all kinds; and, as he tells me, spends the greatest part of his life there.",neutral,0.7426446080207825
23,"I pass for a great scholar with him, by relating to him some of the Persian tales, which I find are genuine.",neutral,0.8988507390022278
23,At first he believed I understood Persian.,surprise,0.6659116744995117
23,"I have frequent disputes with him concerning the difference of our customs, particularly the confinement of women.",anger,0.7066910266876221
23,"He assures me, there is nothing at all in it; only, says he, we have the advantage, that when our wives cheat us, nobody knows it.",neutral,0.5195427536964417
23,"He has wit, and is more polite than many Christian men of quality.",neutral,0.8151273131370544
23,"I am very much entertained with him.--He has had the curiosity to make one of our servants set him an alphabet of our letters, and can already write a good Roman hand.",joy,0.7979755401611328
23,"But these amusements do not hinder my wishing heartily to be out of this place; though the weather is colder than I believe it ever was, any where, but in Greenland.--We have a very large stove constantly kept hot, and yet the windows of the room are frozen on the inside.--God knows when I may have an opportunity of sending this letter: but I have written it, for the discharge of my own conscience and you cannot now reproach me, that one of yours makes ten of mine.",anger,0.28629517555236816
23,Adieu.,neutral,0.6417044997215271
24,"I HAVE now, madam, finished a journey that has not been undertaken by any Christian since the time of the Greek emperors: and I shall not regret all the fatigues I have suffered in it, if it gives me an opportunity of amusing your R. H. by an account of places utterly unknown amongst us; the emperor's ambassadors, and those few English that have come hither, always going on the Danube to Nicopolis.",sadness,0.44177353382110596
24,"But the river was now frozen, and Mr W---- was so zealous for the service of his Majesty, that he would not defer his journey to wait for the conveniency of that passage.",neutral,0.3467588424682617
24,"We crossed the deserts of Servia (sic), almost quite over-grown with wood, through a country naturally fertile.",neutral,0.7671288251876831
24,"The inhabitants are industrious; but the oppression of the peasants is so great, they are forced to abandon their houses, and neglect their tillage, all they have being a prey to the janizaries, whenever they please to seize upon it.",disgust,0.6239202618598938
24,"We had a guard of five hundred of them, and I was almost in tears every day, to see their insolencies (sic) in the poor villages through which we passed.--After seven days travelling through thick woods, we came to Nissa, once the capital of Servia, situated in a fine plain on the river Nissava, in a very good air, and so fruitful a soil, that the great plenty is hardly credible.",sadness,0.39530229568481445
24,"I was certainly assured, that the quantity of wine last vintage was so prodigious, that they were forced to dig holes in the earth to put it in, not having vessels enough in the town to hold it.",disgust,0.5272829532623291
24,The happiness of this plenty is scarce perceived by the oppressed people.,neutral,0.39285263419151306
24,I saw here a new occasion for my compassion.,joy,0.4743179380893707
24,"The wretches that had provided twenty waggons for our baggage from Belgrade hither for a certain hire, being all sent back without payment, some of their horses lamed (sic), and others killed, without any satisfaction made for them.",anger,0.7161664366722107
24,"The poor fellows came round the house weeping and tearing their hair and beards in a most pitiful manner, without getting any thing but drubs from the insolent soldiers.",sadness,0.8827476501464844
24,I cannot express to your R. H. how much I was moved at this scene.,surprise,0.4654514491558075
24,"I would have paid them the money out of my own pocket, with all my heart; but it Would only have been giving so much to the aga, who would have taken it from them without any remorse.",sadness,0.7733480334281921
24,"After four days journey from this place over the mountains, we came to Sophia, situated in a large beautiful plain on the river Isca, and surrounded with distant mountains.",fear,0.9169979095458984
24,'Tis hardly possible to see a more agreeable landscape.,neutral,0.5724076628684998
24,"The city itself is very large, and extremely populous.",neutral,0.7971164584159851
24,"Here are hot baths, very famous for their medicinal virtues.--Four days journey from hence we arrived at Philippopolis, after having passed the ridges between the mountains of Haemus and Rhodope, which are always covered with snow.",joy,0.4785110652446747
24,"This town is situated on a rising ground near the river Hebrus, and is almost wholly inhabited by Greeks; here are still some ancient Christian churches.",neutral,0.815193772315979
24,"They have a bishop; and several Of the richest Greeks live here; but they are forced to conceal their wealth with great care, the appearance of poverty [which includes part of its inconveniencies (sic)] being all their security against feeling it in earnest.",disgust,0.43350380659103394
24,"The country from hence to Adrianople, is the finest in the world.",neutral,0.7704602479934692
24,Vines grow wild on all the hills; and the perpetual spring they enjoy makes every thing gay and flourishing.,joy,0.6390407681465149
24,"But this climate, happy as it seems, can never be preferred to England, with all its frosts and snows, while we are blessed with an easy government, under a king, who makes his own happiness consist in the liberty of his people, and chuses rather to be looked upon as their father than their master.--This theme would carry me very far, and I am sensible, I have already tired out your R. H.'s patience.",joy,0.7402381896972656
24,"But my letter is in your hands, and you may make it as short as you please, by throwing it into the fire, when weary of reading it.",sadness,0.3473696708679199
24,"I am, madam, With the greatest respect, &c.",anger,0.8859052658081055
25,"I AM now got into a new world, where every thing I see appears to me a change of scene; and I write to your ladyship with some content of mind, hoping, at least, that you will find the charms of novelty in my letters, and no longer reproach me, that I tell you nothing extraordinary.",surprise,0.4996694028377533
25,"I won't trouble you with a relation of our tedious journey; but must not omit what I saw remarkable at Sophia, one of the most beautiful towns in the Turkish empire, and famous for its hot baths, that are resorted to both for diversion and health.",neutral,0.4387549161911011
25,"I stopped here one day, on purpose to see them; and, designing to go _incognito_, I hired a Turkish coach.",neutral,0.45036420226097107
25,"These voitures are not at all like ours, but much more convenient for the country, the heat being so great, that glasses would be very troublesome.",neutral,0.7339962124824524
25,"They are made a good deal in the manner of the Dutch stage-coaches, having wooden lattices painted and gilded; the inside being also painted with baskets and nosegays of flowers, intermixed commonly with little poetical mottos.",neutral,0.8045912981033325
25,"They are covered all over with scarlet cloth, lined with silk, and very often richly embroidered and fringed.",disgust,0.7522129416465759
25,"This covering entirely hides the persons in them, but may be thrown back at pleasure, and thus permits the ladies to peep through the lattices.",neutral,0.48411068320274353
25,"They hold four people very conveniently, seated on cushions, but not raised.",neutral,0.8671462535858154
25,"IN one of these covered waggons (sic), I went to the bagnio about ten o'clock.",neutral,0.7581149339675903
25,It was already full of women.,neutral,0.5268159508705139
25,"It is built of stone, in the shape of a dome,  with no windows but in the roof, which gives light enough.",neutral,0.8375930786132812
25,"There were five of these domes joined together, the outmost being less than the rest, and serving only as a hall, where the portress stood at the door.",neutral,0.8131330013275146
25,Ladies of quality generally give this woman a crown or ten shillings; and I did not forget that ceremony.,neutral,0.9280993938446045
25,"The next room is a very large one paved with marble, and all round it are two raised sofas of marble, one above another.",neutral,0.3918280601501465
25,"There were four fountains of cold water in this room, falling first into marble basons (sic), and then running on the floor in little channels made for that purpose, which carried the streams into the next room, something less than this, with the same sort of marble sofas, but so hot with steams of sulphur proceeding from the baths joining to it, 'twas impossible to stay there with one's cloaths (sic) on.",neutral,0.4830237627029419
25,"The two other domes were the hot baths, one of which had cocks of cold water turning into it, to temper it to what degree of warmth the bathers pleased to have.",neutral,0.6954448819160461
25,"I WAS in my travelling habit, which is a riding dress, and certainly appeared very extraordinary to them.",surprise,0.9568081498146057
25,"Yet there was not one of them that shewed the least surprise or impertinent curiosity, but received me with all the obliging civility possible.",surprise,0.9309592843055725
25,"I know no European court, where the ladies would have behaved themselves in so polite a manner to such a stranger.",disgust,0.4871262311935425
25,"I believe, upon the whole, there were two hundred women, and yet none of those disdainful smiles, and satirical whispers, that never fail in our assemblies, when any body appears that is not dressed exactly in the fashion.",disgust,0.5940482020378113
25,"They repeated over and over to me; ""UZELLE, PEK UZELLE,"" which is nothing but, _Charming, very Charming_.--The first sofas were covered with cushions and rich carpets, on which sat the ladies; and on the second, their slaves behind them, but without any distinction of rank by their dress, all being in the state of nature, that is, in plain English, stark naked, without any beauty or defect concealed.",disgust,0.5156745910644531
25,Yet there was not the least wanton smile or immodest gesture amongst them.,disgust,0.7202835083007812
25,"They walked and moved with the same majestic grace, which Milton describes our general mother with.",neutral,0.8960964679718018
25,"There were many amongst them, as exactly proportioned as ever any goddess was drawn by the pencil of a Guido or Titian,--and most of their skins shiningly white, only adorned by their beautiful hair divided into many tresses, hanging on their shoulders, braided either with pearl or ribbon, perfectly representing the figures of the Graces.",neutral,0.6495413184165955
25,"I WAS here convinced of the truth of a reflection I have often made, _That if it were the fashion to go naked, the face would be hardly observed_.",neutral,0.39847075939178467
25,"I perceived, that the ladies of the most delicate skins and finest shapes had the greatest share of my admiration, though their faces were sometimes less beautiful than those of their companions.",disgust,0.5334734916687012
25,"To tell you the truth, I had wickedness enough, to wish secretly, that Mr Gervais could have been there invisible.",disgust,0.47782567143440247
25,"I fancy it would have very much improved his art, to see so many fine women naked, in different postures, some in conversation, some working, others drinking coffee or sherbet, and many negligently lying on their cushions, while their slaves (generally pretty girls of seventeen or eighteen) were employed in braiding their hair in several pretty fancies.",disgust,0.857323408126831
25,"In short, 'tis the women's coffee-house, where all the news of the town is told, scandal invented, &c.--They generally take this diversion once a-week (sic), and stay there at least four or five hours, without getting cold by immediate coming out of the hot bath into the cold room, which was very surprising to me.",surprise,0.9707145094871521
25,"The lady, that seemed the most considerable among them, entreated me to sit by her, and would fain have undressed me for the bath.",disgust,0.9715169668197632
25,I excused myself with some difficulty.,disgust,0.8861156702041626
25,"They being however all so earnest in persuading me, I was at last forced to open my shirt, and shew them my stays; which satisfied them very well; for, I saw, they believed I was locked up in that machine, and that it was not in my own power to open it, which contrivance they attributed to my husband,--I was charmed with their civility and beauty, and should have been very glad to pass more time with them; but Mr W---- resolving to pursue his journey next morning early,  I was in haste to see the ruins of Justinian's church, which did not afford me so agreeable a prospect as I had left, being little more than a heap Of stones.",joy,0.8858879208564758
25,"ADIEU, madam, I am sure I have now entertained you with an account of such a sight as you never saw in your life, and what no book of travels could inform you of, as 'tis no less than death for a man to be found in one of these places.",disgust,0.3833225667476654
26,You see I am very exact in keeping the promise you engaged me to make.,neutral,0.8556377291679382
26,"I know not, however, whether your curiosity will be satisfied with the accounts I shall give you, though I can assure you, the desire I have to oblige you to the utmost of my power, has made me very diligent in my enquiries and observations.",neutral,0.8707142472267151
26,"'Tis certain we have but very imperfect accounts of the manners and religion of these people; this part of the world being seldom visited, but by merchants, who mind little but their own affairs; or travellers, who make too short a stay, to be able to report any thing exactly of their own knowledge.",neutral,0.745505690574646
26,"The Turks are too proud to converse familiarly with merchants, who can only pick up some confused informations, which are generally false; and can give no better account of the ways here, than a French refugee, lodging in a garret in Greek-street, could write of the court of England.",neutral,0.9467358589172363
26,"The journey we have made from Belgrade hither, cannot possibly be passed by any out of a public character.",neutral,0.7596511840820312
26,"The desert woods of Servia, are the common refuge of thieves, who rob fifty in a company, so that we had need of all our guards to secure us; and the villages are so poor, that only force could extort from them necessary provisions.",disgust,0.3208821713924408
26,"Indeed the janizaries had no mercy on their poverty, killing all the poultry and sheep they could find, without asking to whom they belonged; while the wretched owners durst not put in their claim, for fear of being beaten.",fear,0.5373613834381104
26,"Lambs just fallen, geese and turkies (sic) big with egg, all massacred without distinction!",anger,0.7185578346252441
26,I fancied I heard the complaints of Melibeus for the hope of his flock.,neutral,0.45163393020629883
26,"When the bassas travel, 'tis yet worse.",disgust,0.9120984673500061
26,"These oppressors are not content with eating all that is to be eaten belonging to the peasants; after they have crammed themselves and their numerous retinue, they have the impudence to exact what they call _teeth-money_, a contribution for the use of their teeth, worn with doing them the honour of devouring their meat.",disgust,0.4637632369995117
26,"This is literally and exactly true, however extravagant it may seem; and such is the natural corruption of a military government, their religion not allowing of this barbarity, any more than ours does.",disgust,0.8780185580253601
26,"I HAD the advantage of lodging three weeks at Belgrade, with a principal effendi, that is to say a scholar.",neutral,0.6371514797210693
26,"This set of men are equally capable of preferments in the law or the church, these two sciences being cast into one, and a lawyer and a priest being the same word in the Turkish language.",neutral,0.9383829832077026
26,They are the only men really considerable in the empire; all the profitable employments and church revenues are in their hands.,neutral,0.9371844530105591
26,"The grand signior, though general heir to his people, never presumes to touch their lands or money, which go, in an uninterrupted succession, to their children.",neutral,0.5894667506217957
26,"'Tis true, they lose this privilege, by accepting a place at court, or the title of Bassa; but there are few examples of such fools among them.",neutral,0.7998586297035217
26,"You may easily judge of the power of these men, who have engrossed all the learning, and almost all the wealth of the empire.",neutral,0.8935624361038208
26,"'Tis they that are the real authors, though the soldiers are the actors of revolutions.",neutral,0.9500091075897217
26,"They deposed the late sultan Mustapha; and their power is so well known, that 'tis the emperor's interest to flatter them.",anger,0.518887996673584
26,THIS is a long digression.,neutral,0.7077577114105225
26,"I was going to tell you, that an intimate daily conversation with the effendi Achmet-beg, gave me an opportunity of knowing their religion and morals in a more particular manner than perhaps any Christian ever did.",joy,0.5647430419921875
26,"I explained to him the difference between the religion of England and Rome; and he Was pleased to hear there were Christians that did not worship images, or adore the Virgin Mary.",joy,0.9744789600372314
26,"The ridicule of transubstantiation appeared very strong to him.--Upon comparing our creeds together, I am convinced that if our friend Dr ---- had free liberty of preaching here, it would be very easy to persuade the generality to Christianity, whose notions are very little different from his.",joy,0.5009451508522034
26,Mr Whiston would make a very good apostle here.,neutral,0.8685993552207947
26,"I don't doubt but his zeal will be much fired, if you communicate this account to him; but tell him, he must first have the gift of tongues, before he can possibly be of any use.--Mahometism (sic) is divided into as many sects as Christianity; and the first institution as much neglected and obscured by interpretations.",neutral,0.5427758693695068
26,"I cannot here forbear reflecting on the natural inclination of mankind, to make mysteries and novelties.--The Zeidi, Kudi, Jabari, &c. put me in mind of the Catholics, Lutherans, and Calvinists, and are equally zealous against one another.",anger,0.690569281578064
26,"But the most prevailing opinion, if you search into the secret of the effendis, is, plain deism.",neutral,0.9048313498497009
26,"This is indeed kept from the people, who are amused with a thousand different notions, according to the different interest of their preachers.--There are very few amongst them (Achmet-beg denied there were any) so absurd, as to set up for wit, by declaring they believe no God at all.",disgust,0.378231942653656
26,"And Sir Paul Rycaut is mistaken (as he commonly is) in calling the sect _muterin_, (i. e. _the secret with us_) atheists, they being deists, whose impiety consists in making a jest of their prophet.",disgust,0.7333715558052063
26,"Achmet-beg did not own to me that he was of this opinion; but made no scruple of deviating from some part of Mahomet's law, by drinking wine with the same freedom we did.",disgust,0.6354637742042542
26,When I asked him how he came to allow himself that liberty?,neutral,0.5426401495933533
26,"He made answer, that all the creatures of God are good, and designed for the use of man; however, that the prohibition of wine was a very wise maxim, and meant for the common people, being the source of all disorders amongst them; but, that the prophet never designed to confine those that knew how to use it with moderation; nevertheless, he said, that scandal ought to be avoided, and that he never drank it in public.",disgust,0.45422396063804626
26,"This is the general way of thinking amongst them, and very few forbear drinking wine that are able to afford it.",neutral,0.7903187274932861
26,"He assured me, that if I understood Arabic, I should be very well pleased with reading the alcoran, which is so far from the nonsense we charge it with, that it is the purest morality, delivered in the very best language.",joy,0.6513400077819824
26,"I have since heard impartial Christians speak of it in the same manner; and I don't doubt but that all our translations are from copies got from the Greek priests, who would not fail to falsify it with the extremity of malice.",neutral,0.5576900839805603
26,"No body of men ever were more ignorant, or more corrupt; yet they differ so little from the Romish church, that, I confess, nothing gives me a greater abhorrence of the cruelty of your clergy, than the barbarous persecution of them, whenever they have been their masters, for no other reason than their not acknowledging the pope.",disgust,0.8907756209373474
26,"The dissenting in that one article, has got them the titles of heretics and schismatics; and, what is worse, the same treatment.",disgust,0.932500958442688
26,"I found at Philippopolis, a sect of Christians that call themselves Paulines.",neutral,0.531198263168335
26,"They shew an old church, where, they say, St Paul preached; and he is their favourite saint, after the same manner that St Peter is at Rome; neither do they forget to give him the same preference over the rest of the apostles.",neutral,0.835070013999939
26,"BUT of all the religions I have seen, that of the Arnounts seems to me the most particular; they are natives of Arnountlich, the ancient Macedonia, and still retain the courage and hardiness, though they have lost the name of Macedonians, being the best militia in the Turkish empire, and the only check upon the janizaries.",neutral,0.9310354590415955
26,"They are foot soldiers; we had a guard of them, relieved in every considerable town we passed; they are all cloathed and armed at their own expence, dressed in clean white coarse cloth, carrying guns of a prodigious length, which they run with upon their shoulders, as if they did not feel the weight of them, the leader singing a sort of rude tune, not unpleasant, and the rest making up the chorus.",disgust,0.8410208821296692
26,"These people living between Christians and Mahometans, and not being skilled in controversy, declare, that they are utterly unable to judge which religion is best; but, to be certain of not entirely rejecting the truth, they very prudently follow both.",neutral,0.8304200768470764
26,"They go to the mosques on Fridays, and to the church on Sunday, saying, for their excuse, that at the day of judgment they are sure of protection from the true prophet; but which that is, they are not able to determine in this world.",neutral,0.8768209218978882
26,"I believe there is no other race of mankind, who have so modest an opinion of their own capacity.",surprise,0.8890570402145386
26,"THESE are the remarks I have made, on the diversity of religions I have seen.",neutral,0.8598937392234802
26,I don't ask your pardon for the liberty I have taken in speaking of the Roman.,anger,0.5886550545692444
26,"I know you equally condemn the quakery (sic) of all churches, as much as you revere the sacred truths, in which we both agree.",disgust,0.5529350638389587
26,YOU will expect I should say something to you of the antiquities of this country; but there are few remains of ancient Greece.,neutral,0.5466419458389282
26,"We passed near the piece of an arch, which is commonly called Trajan's Gate, from a supposition, that he made it to shut up the passage over the mountains, between Sophia and Philippopolis.",disgust,0.3467356860637665
26,"But I rather believe it the remains of some triumphal arch, (tho' I could not see any inscription;) for if that passage had been shut up, there are many others that would serve for the march of an army; and, notwithstanding the story of Baldwin earl of Flanders being overthrown in these straits, after he won Constantinople, I don't fancy the Germans would find themselves stopped by them at this day.",neutral,0.5744965076446533
26,"'Tis true, the road is now made (with great industry) as commodious as possible, for the march of the Turkish army; there is not one ditch or puddle between this place and Belgrade, that has not a large strong bridge of planks built over it; but the precipices are not so terrible as I had heard them represented.",disgust,0.48877570033073425
26,"At these mountains we lay at the little village Kiskoi, wholly inhabited by Christians, as all the peasants of Bulgaria are.",disgust,0.5598939061164856
26,"Their houses are nothing but little huts, raised of dirt baked in the sun; and they leave them and fly into the mountains, some months before the march of the Turkish army, who would else entirely ruin them, by driving away their whole flocks.",disgust,0.3261956572532654
26,"This precaution Secures them in a sort of plenty; for such vast tracts of land lying in common, they have the liberty of sowing what they please, and are generally very industrious husbandmen.",neutral,0.4942954480648041
26,I drank here several sorts of delicious wine.,joy,0.9336630702018738
26,"The women dress themselves in a great variety of coloured glass beads, and are not ugly, but of a tawny complexion.",disgust,0.7777526378631592
26,"I have now told you all that is worth telling you, and perhaps more, relating to my journey.",neutral,0.9274958372116089
26,"When I am at Constantinople, I'll try to pick up some curiosities, and then you shall hear again from                                 Your's, &c.",neutral,0.43589547276496887
27,"AS I never can forget the smallest of your ladyship's commands, my first business here has been to enquire after the stuffs you ordered me to look for, without being able to find what you would like.",neutral,0.7026188969612122
27,"The difference of the dress here and at London is so great, the same sort of things are not proper for _caftans_ and _manteaus_.",neutral,0.7943092584609985
27,"However, I will not give over my search, but renew it again at Constantinople, though I have reason to believe there is nothing finer than what is to be found here, as this place is at present the residence of the court.",neutral,0.36293986439704895
27,"The grand signior's eldest daughter was married some few days before I came hither; and, upon that occasion, the Turkish ladies display all their magnificence.",joy,0.5985965728759766
27,The bride was conducted to her husband's house in very great splendor (sic).,joy,0.7241902351379395
27,"She is widow of the late vizier, who was killed at Peterwaradin, though that ought rather to be called a contract than a marriage, since she never has lived with him; however, the greatest part of his wealth is hers.",sadness,0.5762951374053955
27,"He had the permission of visiting her in the seraglio; and, being one of the handsomest men in the empire, had very much engaged her affections.--When she saw this second husband, who is at least fifty, she could not forbear bursting into tears.",disgust,0.48198413848876953
27,"He is indeed a man of merit, and the declared favourite of the sultan, (which they call _ mosayp_) but that is not enough to make him pleasing in the eyes of a girl of thirteen.",neutral,0.7570974826812744
27,"THE government here is entirely in the hands of the army, the grand signior, with all his absolute power, is as much a slave as any of his subjects, and trembles at a janizary's frown.",anger,0.4870247542858124
27,"Here is, indeed, a much greater appearance of subjection than amongst us; a minister of state is not spoke to, but upon the knee: should a reflection on his conduct be dropt (sic) in a coffee-house (for they have spies every where) the house would be raz'd (sic) to the ground, and perhaps the whole company put to the torture.",disgust,0.888187050819397
27,"No _huzzaing mobs, senseless pamphlets, and tavern disputes about politics_; A consequential ill that freedom draws; A bad effect,--but from a noble cause.",anger,0.44480061531066895
27,None of our harmless calling names!,anger,0.7477697134017944
27,"but when a minister here displeases the people, in three hours time he is dragged even from his master's arms.",disgust,0.8760877847671509
27,"They cut off hands, head, and feet, and throw them before the palace gate, with all the respect in the world; while the sultan (to whom they all profess an unlimited adoration) sits trembling in his apartment, and dare neither defend nor revenge his favourite.",fear,0.9317513704299927
27,"This is the blessed condition of the most absolute monarch upon earth, who o---- no l---- but his _will_.",neutral,0.7998574376106262
27,[Editor's note: Two words are unreadable due to damage to the book which may have occurred at the time of printing.,neutral,0.39092209935188293
27,"It seems probable that the sentence should end "".. who owns no limit but his _will_."".]",neutral,0.5533729791641235
27,"I CANNOT help wishing, in the loyality (sic) of my heart, that the parliament would send hither a ship-load of young passive obedient men, that they might see arbitrary government in its clearest, and strongest light, where 'tis hard to judge, whether the prince, people, or ministers, are most miserable.",sadness,0.92948979139328
